BRAND,PRODUCT,PROCESSOR,RAM,HDD,SSD,GRAPHIC_CARD,DISPLAY,OPERATING_SYSTEM,PRICE,IMAGE
Acer,Acer Nitro 5 AN515-44-R55A NH.Q9MSI.004 Gaming Laptop (Ryzen 7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),AMD Ryzen 7 4th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,79990,https://cdn1.smartprix.com/rx-iF0y47I10-w103-h125/acer-nitro-5-an515-4.webp
Acer,Acer Nitro AN515-52 Gaming Laptop (8th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10 Home/ 6GB Graph),Intel Core i5 8th Gen,8GB,750GB,NO,6 GB NVIDIA Graphics Card,15.6,Windows 10,79990,https://cdn1.smartprix.com/rx-iEti7sWh9-w103-h125/acer-nitro-an515-52.jpg
Acer,Acer Nitro 5 AN517-51 (NH.Q5CSI.003) Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256 GB SSD/ Win10/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,1TB,4 GB NVIDIA Graphics Card,17.3,Windows 10,79990,https://cdn1.smartprix.com/rx-ifDnaL9Kw-w103-h125/acer-nitro-5-an517-5.jpg
Acer,Acer Predator Triton 300 (NH.Q6DSI.001) Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,79990,https://cdn1.smartprix.com/rx-igVZ0bVHf-w103-h125/acer-predator-triton.jpg
Acer,Acer Helios PH317-53 (NH.Q5PSI.005) Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,6 GB NVIDIA Graphics Card,17.3,Windows 10,79990,https://cdn1.smartprix.com/rx-iaJDKu6LM-w103-h125/acer-helios-ph317-53.jpg
Acer,Acer Nitro 5 AN515-54 (NH.Q5BSI.006) Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB SSD/ Win10/ 6GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,6 GB NVIDIA Graphics Card,15.6,Windows 10,78990,https://cdn1.smartprix.com/rx-iX4jJy2Lb-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Predator Helios 300 PH315-52 (NH.Q53SI.015) Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 6GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,6 GB NVIDIA Graphics Card,15.6,Windows 10,77990,https://cdn1.smartprix.com/rx-ixuAXiVBh-w103-h125/acer-predator-helios.jpg
Acer,Acer Aspire E5-573G-52G3 (NX.MVRAA.004) Laptop (5th Gen Intel Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 5th Gen,8GB,500GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,75599,https://cdn1.smartprix.com/rx-iFE92U1db-w103-h125/acer-aspire-e5-573g.jpg
Acer,Acer Nitro 5 AN515-55 (UN.Q7RSI.003) Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 10th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,75490,https://cdn1.smartprix.com/rx-iDnu2NVTJ-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro 5 AN515-55 NH.Q7RSI.004 Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i5 10th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,74990,https://cdn1.smartprix.com/rx-ih2HRL0P1-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro 5 AN517-51 NH.Q5DSI.003 Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,6 GB NVIDIA Graphics Card,17.3,Windows 10,74990,https://cdn1.smartprix.com/rx-i9EGN4NyH-w103-h125/acer-nitro-5-an517-5.jpg
Acer,Acer Nitro 5 AN517-51 (NH.Q5CSI.001) Gaming Laptop Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,17.3,Windows 10,74990,https://cdn1.smartprix.com/rx-inuyMnTrh-w103-h125/acer-nitro-5-an517-5.jpg
Acer,Acer Nitro 5 AN515-52-57WR (NH.Q3LSI.008) Laptop (8th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8GB,750GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,74800,https://cdn1.smartprix.com/rx-iCzkk56lE-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro 7 AN715 (NH.Q5FSI.006) Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,128GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,73990,https://cdn1.smartprix.com/rx-i6w6mEv3S-w103-h125/acer-nitro-7-an715-n.jpg
Acer,Acer Nitro 7 AN715-51 NH.Q5FSI.004 Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,72999,https://cdn1.smartprix.com/rx-iarlqcrzZ-w103-h125/acer-nitro-7-an715-5.jpg
Acer,Acer Swift 7 SF713-51 (NX.GN2SI.007) Laptop (7th Gen Ci5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 7th Gen,8GB,1TB,NO,Intel Integrated HD 615,13.3,Windows 10,72990,https://cdn1.smartprix.com/rx-i9OFN3ShT-w103-h125/acer-swift-7-sf713-5.jpg
Acer,Acer Aspire 7 A715-41G-R6S8 NH.Q8DSI.001 Gaming Laptop (Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),AMD Ryzen 5,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,72990,https://cdn1.smartprix.com/rx-i1AdEP2Xh-w103-h125/acer-aspire-7-a715-4.webp
Acer,Acer Nitro AN515-54 NH.Q59SI.012 Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,72990,https://cdn1.smartprix.com/rx-izrRtc2sZ-w103-h125/acer-nitro-an515-54.jpg
Acer,Acer Predator Helios PH315-51 Gaming Laptop (8th Gen Ci7/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i7 8th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,72990,https://cdn1.smartprix.com/rx-ikcyD8Ee2-w103-h125/acer-predator-helios.jpg
Acer,Acer Swift 3 SF314-53G (NX.GZ6SI.001) Notebook (8th Gen Ci5/ 8GB/ 256GB SSD/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Windows 10,72911,https://cdn1.smartprix.com/rx-iDoSg1bPH-w103-h125/acer-swift-3-sf314-5.jpg
Acer,Acer Aspire A615-51 (UN.GZ7SI.001) Notebook (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,750GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,72649,https://cdn1.smartprix.com/rx-iW1LyinDO-w103-h125/acer-aspire-a615-51.jpg
Acer,Acer Nitro 7 AN715-51 (UN.Q5FSI.011) Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,71490,https://cdn1.smartprix.com/rx-iPqeuGiBr-w103-h125/acer-nitro-7-an715-5.jpg
Acer,Acer Swift SF514-52T NX.GTMSI.025 Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),Intel Core i5 8th Gen,8GB,1TB,NO,Intel Integrated UHD 620,14,Windows 10,70990,https://cdn1.smartprix.com/rx-itHRZmO47-w103-h125/acer-swift-sf514-52t.jpg
Acer,Acer Nitro 5 AN515-52 (NH.Q4ASI.002) Gaming Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i5 8th Gen,8GB,750GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,70900,https://cdn1.smartprix.com/rx-ik3J4mac9-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Aspire 5 Slim A515-54G Laptop (10th Gen Core i5/ 8GB/ 1TB/ Win10),Intel Core i5 10th Gen,8GB,500GB,NO,Intel UHD Graphics,15.6,Windows 10,69999,https://cdn1.smartprix.com/rx-iwUNmjcvs-w103-h125/acer-aspire-5-slim-a.jpg
Acer,Acer Swift 5 SF514-54T NX.HHUSI.002 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),Intel Core i5 10th Gen,8GB,1TB,NO,Intel Integrated UHD,14,Windows 10,69990,https://cdn1.smartprix.com/rx-iKzfXU2ZT-w103-h125/acer-swift-5-sf514-5.jpg
Acer,Acer Nitro 5 AN515-43 (UN.Q6ZSI.001) Laptop (AMD Ryzen 7/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),AMD Ryzen 7 3rd Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,69990,https://cdn1.smartprix.com/rx-iZ2ZTzbHc-w103-h125/acer-nitro-5-an515-4.jpg
Acer,Acer Predator Triton 300 (NH.Q6DSI.003) Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,69990,https://cdn1.smartprix.com/rx-iZDOwosMi-w103-h125/acer-predator-triton.webp
Acer,Acer Aspire VX 15 (NH.GM2SI.004) Notebook (7th Gen Ci7/ 8GB/ 128GB SSD/ Win10/ 4GB Graph),Intel Core i7 7th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,69990,https://cdn1.smartprix.com/rx-imcQeaywS-w103-h125/acer-aspire-vx-15-nh.jpg
Acer,Acer Nitro 5 AN515-52 (NH.Q49SI.009) Gaming Laptop (8th Gen Core i7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 8th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,69990,https://cdn1.smartprix.com/rx-ieRUC3YGC-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Aspire 7 A715-75G NH.Q81SI.003 Gaming Laptop (9th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 9th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,69990,https://cdn1.smartprix.com/rx-iuQCfFEHW-w103-h125/acer-aspire-7-a715-7.jpg
Acer,Acer Nitro 5 AN515-51 (NH.Q2QSI.008) Gaming Laptop (7th Gen Ci7/ 16GB/ 1TB 128GB SSD/ Linux/ 4GB Graph),Intel Core i7 7th Gen,16GB,NO,1TB,4 GB NVIDIA Graphics Card,15.6,Windows 10,69900,https://cdn1.smartprix.com/rx-in9wNTEOd-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Aspire R7-571G Laptop (3rd Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph/ Touch) (NX.MA5SI.003),Intel B Core i5,8GB,NO,256GB,2 GB NVIDIA Graphics Card,15.6,Windows 8,69500,https://cdn1.smartprix.com/rx-iu6CopALY-w103-h125/acer-aspire-r7-571g.jpg
Acer,Acer Switch 5 NT.LDSSI.003 Laptop (7th Gen Core i5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 7th Gen,8GB,1TB,NO,Intel HD 620,12,Windows 10,68994,https://cdn1.smartprix.com/rx-ixHXaVzeh-w103-h125/acer-switch-5-nt-lds.jpg
Acer,Acer Predator Helios PH315-51 (NH.Q3HSI.010) Gaming Laptop (8th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8GB,750GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,68990,https://cdn1.smartprix.com/rx-iKhU1cTpx-w103-h125/acer-predator-helios.jpg
Acer,Acer Aspire E5-574G (NX.G2YSI.001) Notebook (6th Gen Ci7/ 8GB/ 2TB/ Win7 Starter/ 4GB Graph),Intel Core i7 6th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 7,68499,https://cdn1.smartprix.com/rx-iuSHmohvI-w103-h125/acer-aspire-e5-574g.jpg
Acer,Acer Swift 3 SF314-57G (NX.HJEEK.002) Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),Intel Core i5 10th Gen,8GB,1TB,NO,2 GB Nvidia Graphics Card,14,Windows 10,68490,https://cdn1.smartprix.com/rx-igfyjXa4N-w103-h125/acer-swift-3-sf314-5.jpg
Acer,Acer Nitro 5 AN515-52-76VR (NH.Q49SI.005) Laptop (8th Gen Ci7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 8th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,67990,https://cdn1.smartprix.com/rx-iE7fPkqRg-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro AN515-54 NH.Q59SI.014 Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,67988,https://cdn1.smartprix.com/rx-iY7ZGjddb-w103-h125/acer-nitro-an515-54.jpg
Acer,Acer Swift 5 SF514-52T NX.GU4SI.005 Laptop (8th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home),Intel Core i7 8th Gen,8GB,1TB,NO,Intel Integrated UHD 620,14,Windows 10,66990,https://cdn1.smartprix.com/rx-iIKL3assJ-w103-h125/acer-swift-5-sf514-5.jpg
Acer,Acer Nitro 5 AN515-31 Laptop (8th Gen Ci7/ 8GB/ 1TB/ Linux/ 2GB Graph),Intel Core i7 8th Gen,8GB,NO,256GB,2 GB  Graphics Card,15.6,Linux,66000,https://cdn1.smartprix.com/rx-iyoaEtkxy-w103-h125/acer-nitro-5-an515-3.jpg
Acer,Acer Spin 5 SP513-54N Laptop (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10),Intel Core i7 10th Gen,16GB,1TB,NO,Iris Plus Graphics,13.5,Windows 10,65999,https://cdn1.smartprix.com/rx-iO5hw9PGw-w103-h125/acer-spin-5-sp513-54.webp
Acer,Acer Nitro 5 AN515-31-58SH (NH.Q2XSI.002) Laptop (8th Gen Ci5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5 8th Gen,8GB,640GB,NO,2 GB NVIDIA Graphics Card,15.6,Linux,65990,https://cdn1.smartprix.com/rx-iszFxhqBq-w103-h125/acer-nitro-5-an515-3.jpg
Acer,Acer Aspire 5 A515-52G-514L (NX.H57SI.002) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,64GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,65500,https://cdn1.smartprix.com/rx-i7IP3r4KD-w103-h125/acer-aspire-5-a515-5.jpg
Acer,Acer Swift 3 SF314-57 NX.HJESI.003 laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 2GB Graph),Intel Core i5 10th Gen,8GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Windows 10,65490,https://cdn1.smartprix.com/rx-iIpFgwlw6-w103-h125/acer-swift-3-sf314-5.jpg
Acer,Acer Nitro 5 AN515-31 (UN.Q2XSI.004) Laptop (8th Gen Ci7/ 4GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i7 8th Gen,4GB,NO,256GB,2 GB  Graphics Card,15.6,Windows 10,64990,https://cdn1.smartprix.com/rx-iShrKmD3c-w103-h125/acer-nitro-5-an515-3.jpg
Acer,Acer Swift 5 SF514-52T-590U (NX.GU4SI.004) Laptop (8th Gen Ci5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 8th Gen,8GB,1TB,NO,Intel UHD 620,14,Windows 10,64990,https://cdn1.smartprix.com/rx-iXoSM4PJi-w103-h125/acer-swift-5-sf514-5.jpg
Acer,Acer Nitro 5 AN515-51 (NH.Q2QSI.002) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i5 7th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,64990,https://cdn1.smartprix.com/rx-iN0aifxR5-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro 5 AN515-51 (NH.Q2YSI.012) Notebook (7th Gen Ci7/ 8GB/ 1TB 128GB SSD/ Win10 Home/ 4GB Graph),Intel Core i5 8th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,64990,https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Acer,Acer Nitro AN515-52-7969 NH.Q3MSI.004 Gaming Laptop (8th Gen Core i7/ 8GB/ 1TB 128 GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 8th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,64990,https://cdn1.smartprix.com/rx-isNCFuGub-w103-h125/acer-nitro-an515-52.jpg
Acer,Acer Nitro 5 Spin NP515-51 (NH.Q2YSI.008) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,64990,https://cdn1.smartprix.com/rx-itFqk3V3j-w103-h125/acer-nitro-5-spin-np.jpg
Acer,Acer Nitro 5 AN517-51 NH.Q5CSI.004 Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,17.3,Windows 10,64990,https://cdn1.smartprix.com/rx-ixMt7uWZ1-w103-h125/acer-nitro-5-an517-5.jpg
Acer,Acer Swift 3 SF314-57 (UN.HJFSI.003) Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10),Intel Core i5 10th Gen,8GB,1TB,NO,Intel UHD,14,Windows 10,64587,https://cdn1.smartprix.com/rx-iUeHM9qtd-w103-h125/acer-swift-3-sf314-5.jpg
Acer,Acer Swift 7 SF713-51-M775 (NX.GK6SI.002) Laptop (7th Gen Ci5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 7th Gen,8GB,1TB,NO,Intel HD Graphics 615,13.3,Windows 10,64490,https://cdn1.smartprix.com/rx-ivS3kBlrV-w103-h125/acer-swift-7-sf713-5.jpg
Acer,Acer Swift 3 SF314-42 (NX.HSESI.001) Laptop (AMD Ryzen 5 4500U/ 8GB/ 512GB SSD/ Win10 Home),AMD 4500U Ryzen 5,8GB,1TB,NO,AMD Radeon Graphics,14,Windows 10,64300,https://cdn1.smartprix.com/rx-iIwfe0GkO-w103-h125/acer-swift-3-sf314-4.jpg
Acer,Acer Nitro 5 AN515-31 Laptop (8th Gen Ci7/ 8GB/ 1TB/ Win10 Pro/ 2GB Graph),Intel Core i7 8th Gen,4GB,NO,512GB,2 GB NVIDIA Graphics Card,15.6,Windows 10,63999,https://cdn1.smartprix.com/rx-im9PBdWrj-w103-h125/acer-nitro-5-an515-3.jpg
Acer,Acer Predator Helios PH315-51 (NH.Q3HSI.014) Gaming Laptop (8th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8GB,64GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,63990,https://cdn1.smartprix.com/rx-iuQExiPBF-w103-h125/acer-predator-helios.jpg
Acer,Acer Nitro 5 AN515-52-54GU (NH.Q49SI.001) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8GB,60GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,63799,https://cdn1.smartprix.com/rx-iOk0pteMn-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Nitro 5 AN515-43 (NH.Q6ZSI.003) Gaming Laptop (Ryzen 7/ 8GB/ 1TB/ 256GB SSD/ Win10 Home/ 4GB Graph),AMD Ryzen 7 3rd Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,62990,https://cdn1.smartprix.com/rx-iKP8B8Ebz-w103-h125/acer-nitro-5-an515-4.jpg
Acer,Acer Predator Helios 300 G3-572 (NH.Q2CSI.008) Laptop (7th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 7th Gen,8GB,500GB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,62990,https://cdn1.smartprix.com/rx-iAOBBlrJf-w103-h125/acer-predator-helios.jpg
Acer,Acer Nitro AN515-31 (UN.Q2XSI.001) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,512GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,62990,https://cdn1.smartprix.com/rx-i98T95Ocd-w103-h125/acer-nitro-an515-31.jpg
Acer,Acer Nitro 5 AN517-51 (NH.Q5CSI.002) Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB/ 256GB SSD/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,512GB,4 GB NVIDIA Graphics Card,17.3,Windows 10,62990,https://cdn1.smartprix.com/rx-irPdqvvGZ-w103-h125/acer-nitro-5-an517-5.jpg
Acer,Acer Aspire E5-573G-72XK Laptop (5th Gen Ci7/ 8GB/ 1TB/ Win10/ 2GB Graph) (NX.MVMSI.031),Intel Core i7 5th Gen,8GB,500GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,62500,https://cdn1.smartprix.com/rx-iulR3lr52-w103-h125/acer-aspire-e5-573g.jpg
Acer,Acer Travelmate P2410-G2-MG (NX.VGRSI.001) Laptop (8th Gen Ci7/ 12GB/ 1TB/ Linux/ 2GB Graph),Intel Core i7 8th Gen,12GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Linux,61990,https://cdn1.smartprix.com/rx-iwwwyApRy-w103-h125/acer-travelmate-p241.jpg
Acer,Acer Travelmate TMP214-52 Laptop (10th Gen Core i5/ 8GB/ 1TB 512GB SSD/ Win10 Pro),Intel Core i5 10th Gen,8GB,1TB,NO,Intel UHD Graphics,14,Windows 10,61990,https://cdn1.smartprix.com/rx-io5N0nr5h-w103-h125/acer-travelmate-tmp2.jpg
Acer,Acer Swift 3 SF314-52 (NX.GQGSI.007) Notebook Laptop (8th Gen Ci5/ 8GB/ 256GB SSD/ Linux),Intel Core i5 8th Gen,8GB,1TB,NO,Intel Integrated UHD620,14,Linux,61990,https://cdn1.smartprix.com/rx-iMGPJF1GC-w103-h125/acer-swift-3-sf314-5.jpg
Acer,Acer Aspire 5 A515-52G NX.H5QSI.003 Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,500GB,NO,2 GB NVIDIA  Graphics Card,15.6,Windows 10,61990,https://cdn1.smartprix.com/rx-iv9vbnxfu-w103-h125/acer-aspire-5-a515-5.jpg
Acer,Acer Aspire 5 A515-52G-51RM (NX.H5RSI.001) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,512GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,61990,https://cdn1.smartprix.com/rx-i00yK6yEk-w103-h125/acer-aspire-5-a515-5.jpg
Acer,Acer Nitro 5 AN515-54 NH.Q5ASI.006 Gaming Laptop (9th Gen Core i5 / 8GB/ 1TB/ Win10 Home/ 3GB Graph),Intel Core i5 9th Gen,8GB,NO,256GB,3 GB NVIDIA Graphics Card,15.6,Windows 10,61890,https://cdn1.smartprix.com/rx-iEiejXYag-w103-h125/acer-nitro-5-an515-5.webp
Acer,Acer SF314-51 (NX.GKKSI.002) Laptop (7th Gen Ci7/ 8GB/ 256GB SSD/ Win10),Intel Core i7 7th Gen,8GB,1TB,NO,Intel Integrated HD620,14,Windows 10,61747,https://cdn1.smartprix.com/rx-ihxvCDVEW-w103-h125/acer-sf314-51-nx-gkk.jpg
Acer,Acer Swift 3 SF314-57 NX.HJFSI.001 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),Intel Core i5 10th Gen,8GB,1TB,NO,Intel Integrated UHD,14,Windows 10,61065,https://cdn1.smartprix.com/rx-isLSxUnnt-w103-h125/acer-swift-3-sf314-5.webp
Acer,Acer Swift 7 SF713-51 (NX.GK6SI.007) Laptop (7th Gen Ci5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 7th Gen,8GB,1TB,NO,Intel Integrated HD 615,13.3,Windows 10,60990,https://cdn1.smartprix.com/rx-iV2Pr7hSO-w103-h125/acer-swift-7-sf713-5.jpg
Acer,Acer Nitro 5 NP515-51 Notebook (8th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i5 8th Gen,8GB,NO,256GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,60990,https://cdn1.smartprix.com/rx-iqlJ7PIbz-w103-h125/acer-nitro-5-np515-5.jpg
Acer,Acer Nitro 5 AN515-51 (NH.Q2SSI.007) Laptop (7th Gen Core i7/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i7 7th Gen,8GB,NO,512GB,2 GB NVIDIA Graphics Card,15.6,Windows 10,60990,https://cdn1.smartprix.com/rx-iIBLLn1gd-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer SF314-54-57J7 Laptop (8th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10),Intel Core i5 8th Gen,8GB,1TB,NO,Intel UHD Graphics 620,14,Windows 10,60670,https://cdn1.smartprix.com/rx-ijwtIGurd-w103-h125/acer-sf314-54-57j7-l.jpg
Acer,Acer Nitro 5 AN515-51 (NH.Q2SSI.008) Notebook (7th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 7th Gen,8GB,500GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,60407,https://cdn1.smartprix.com/rx-iVm9H2b58-w103-h125/acer-nitro-5-an515-5.jpg
Acer,Acer Aspire 7 A715-75G-544V (NH.Q81AA.001) Laptop (9th Gen Core i5/ 8GB/ 512GB/ Win10/ 4GB Graph),Intel Core i5 9th Gen,8GB,NO,16GB,4 GB NVIDIA Graphics Card,15.6,Windows 10,59999,https://cdn1.smartprix.com/rx-i8h0PrfBW-w103-h125/acer-aspire-7-a715-7.jpg
Acer,Acer Swift 5 SF514-52T (NX.GTMSI.004) Laptop (8th Gen Core i5/ 8GB/ 256GB SSD/ Win10),Intel Core i5 8th Gen,8GB,1TB,256GB,Intel Integrated UHD620,14,Windows 10,59990,https://cdn1.smartprix.com/rx-io13i3bgB-w103-h125/acer-swift-5-sf514-5.jpg
